"VERSIONS","LEVEL_ID","TERRITORY_ID","NAME_HTML","YEAR","DATE","UNIT","VALUE"
"2016","3","AT342","Rheintal-Bodenseegebiet","2020","2020","PC","767462.0"
"2016","3","AT342","Rheintal-Bodenseegebiet","2021","2021","PC","784192.0"
"2016","3","AT342","Rheintal-Bodenseegebiet","2022","2022","PC","1224003.0"
"2016","3","AT342","Rheintal-Bodenseegebiet","2023","2023","PC","1416440.0"
"2016","3","AT342","Rheintal-Bodenseegebiet","2024","2024","PC","1476986.0"
"2016","3","BE100","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad","2019","2019","PC","7428718.0"
"2016","3","BE100","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad","2020","2020","PC","1782873.0"
"2016","3","BE100","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad","2021","2021","PC","2370936.0"
"2016","3","BE100","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad","2022","2022","PC","6220792.0"
"2016","3","BE100","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad","2023","2023","PC","7127123.0"
"2016","3","BE100","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad","2024","2024","PC","7372971.0"
"2016","3","BE211","Arr. Antwerpen","2019","2019","PC","3106150.0"
"2016","3","BE211","Arr. Antwerpen","2020","2020","PC","919699.0"
"2016","3","BE211","Arr. Antwerpen","2021","2021","PC","1391983.0"
"2016","3","BE211","Arr. Antwerpen","2022","2022","PC","2859965.0"
"2016","3","BE211","Arr. Antwerpen","2023","2023","PC","2932321.0"
"2016","3","BE211","Arr. Antwerpen","2024","2024","PC","3125296.0"
"2016","3","BE212","Arr. Mechelen","2019","2019","PC","565036.0"
"2016","3","BE212","Arr. Mechelen","2020","2020","PC","170394.0"
"2016","3","BE212","Arr. Mechelen","2021","2021","PC","240468.0"
"2016","3","BE212","Arr. Mechelen","2022","2022","PC","387236.0"
"2016","3","BE212","Arr. Mechelen","2023","2023","PC","449033.0"
"2016","3","BE212","Arr. Mechelen","2024","2024","PC","509571.0"
"2016","3","BE213","Arr. Turnhout","2019","2019","PC","1240958.0"
"2016","3","BE213","Arr. Turnhout","2020","2020","PC","966864.0"
"2016","3","BE213","Arr. Turnhout","2021","2021","PC","1352484.0"
"2016","3","BE213","Arr. Turnhout","2022","2022","PC","2026179.0"
"2016","3","BE213","Arr. Turnhout","2023","2023","PC","1978796.0"
"2016","3","BE213","Arr. Turnhout","2024","2024","PC","1962916.0"
"2016","3","BE223","Arr. Tongeren","2019","2019","PC","982728.0"
"2016","3","BE223","Arr. Tongeren","2020","2020","PC","436343.0"
